
SNAP_TIME       ,   SNAP_ID,INSTANCE_NUMBER,EVENT_NAME                                                      ,RATE_TIMEWAITED
2016_02_15 07:00,     47619,              3,enq: TX - row lock contention                                   ,      2437442.1
2016_02_15 07:00,     47619,              3,log file sync                                                   ,      388827.17
2016_02_15 07:00,     47619,              3,db file sequential read                                         ,      672041.68
2016_02_15 07:00,     47619,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 07:00,     47619,              4,log file sync                                                   ,       70971.86
2016_02_15 07:00,     47619,              4,log file parallel write                                         ,       50429.18
2016_02_15 07:30,     47620,              1,db file scattered read                                          ,           1.41
2016_02_15 07:30,     47620,              1,log file sync                                                   ,       50341.81
2016_02_15 07:30,     47620,              1,db file sequential read                                         ,        7327.29
2016_02_15 07:30,     47620,              2,log file sync                                                   ,      421376.59
2016_02_15 07:30,     47620,              2,direct path read                                                ,       66686.52
2016_02_15 07:30,     47620,              2,log file parallel write                                         ,      134440.99
2016_02_15 07:30,     47620,              3,enq: TX - row lock contention                                   ,     3890006.65
2016_02_15 07:30,     47620,              3,log file sync                                                   ,      545484.69
2016_02_15 07:30,     47620,              3,db file sequential read                                         ,      752786.15
2016_02_15 07:30,     47620,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 07:30,     47620,              4,log file sync                                                   ,       65836.48
2016_02_15 07:30,     47620,              4,log file parallel write                                         ,       48868.67
2016_02_15 08:00,     47621,              1,db file scattered read                                          ,         157.86
2016_02_15 08:00,     47621,              1,log file sync                                                   ,       68556.65
2016_02_15 08:00,     47621,              1,db file sequential read                                         ,       11213.18
2016_02_15 08:00,     47621,              2,log file sync                                                   ,      344299.77
2016_02_15 08:00,     47621,              2,direct path read                                                ,       59896.92
2016_02_15 08:00,     47621,              2,log file parallel write                                         ,      145170.71
2016_02_15 08:00,     47621,              3,enq: TX - row lock contention                                   ,     5077798.45
2016_02_15 08:00,     47621,              3,log file sync                                                   ,      507812.68
2016_02_15 08:00,     47621,              3,db file sequential read                                         ,      633939.68
2016_02_15 08:00,     47621,              4,SQL*Net more data from dblink                                   ,        3828.01
2016_02_15 08:00,     47621,              4,log file sync                                                   ,      117218.32
2016_02_15 08:00,     47621,              4,log file parallel write                                         ,       63222.48
2016_02_15 08:30,     47622,              1,db file scattered read                                          ,           1.89
2016_02_15 08:30,     47622,              1,log file sync                                                   ,       57699.07
2016_02_15 08:30,     47622,              1,db file sequential read                                         ,       54131.59
2016_02_15 08:30,     47622,              2,log file sync                                                   ,      410870.93
2016_02_15 08:30,     47622,              2,direct path read                                                ,       76979.76
2016_02_15 08:30,     47622,              2,log file parallel write                                         ,      116488.59
2016_02_15 08:30,     47622,              3,enq: TX - row lock contention                                   ,     4144833.48
2016_02_15 08:30,     47622,              3,log file sync                                                   ,      351815.18
2016_02_15 08:30,     47622,              3,db file sequential read                                         ,      875718.37
2016_02_15 08:30,     47622,              4,SQL*Net more data from dblink                                   ,      302758.39
2016_02_15 08:30,     47622,              4,log file sync                                                   ,      173208.34
2016_02_15 08:30,     47622,              4,log file parallel write                                         ,       75491.69
2016_02_15 09:00,     47623,              1,db file scattered read                                          ,      566865.91
2016_02_15 09:00,     47623,              1,log file sync                                                   ,       76516.59
2016_02_15 09:00,     47623,              1,db file sequential read                                         ,      265505.21
2016_02_15 09:00,     47623,              2,log file sync                                                   ,      381818.66
2016_02_15 09:00,     47623,              2,direct path read                                                ,       90243.05
2016_02_15 09:00,     47623,              2,log file parallel write                                         ,      139217.83
2016_02_15 09:00,     47623,              3,enq: TX - row lock contention                                   ,     1278755.16
2016_02_15 09:00,     47623,              3,log file sync                                                   ,      537062.49
2016_02_15 09:00,     47623,              3,db file sequential read                                         ,     1363393.82
2016_02_15 09:00,     47623,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 09:00,     47623,              4,log file sync                                                   ,      169006.06
2016_02_15 09:00,     47623,              4,log file parallel write                                         ,       90930.21
2016_02_15 09:30,     47624,              1,db file scattered read                                          ,      432523.85
2016_02_15 09:30,     47624,              1,log file sync                                                   ,       41166.71
2016_02_15 09:30,     47624,              1,db file sequential read                                         ,      700550.51
2016_02_15 09:30,     47624,              2,log file sync                                                   ,      261818.56
2016_02_15 09:30,     47624,              2,direct path read                                                ,       407443.9
2016_02_15 09:30,     47624,              2,log file parallel write                                         ,      119069.67
2016_02_15 09:30,     47624,              3,enq: TX - row lock contention                                   ,     1442940.17
2016_02_15 09:30,     47624,              3,log file sync                                                   ,      405020.37
2016_02_15 09:30,     47624,              3,db file sequential read                                         ,      871803.38
2016_02_15 09:30,     47624,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 09:30,     47624,              4,log file sync                                                   ,      133270.74
2016_02_15 09:30,     47624,              4,log file parallel write                                         ,       74946.09
2016_02_15 10:00,     47625,              1,db file scattered read                                          ,        9754.98
2016_02_15 10:00,     47625,              1,log file sync                                                   ,       85684.41
2016_02_15 10:00,     47625,              1,db file sequential read                                         ,      219716.96
2016_02_15 10:00,     47625,              2,log file sync                                                   ,      601934.12
2016_02_15 10:00,     47625,              2,direct path read                                                ,      492696.17
2016_02_15 10:00,     47625,              2,log file parallel write                                         ,      146985.31
2016_02_15 10:00,     47625,              3,enq: TX - row lock contention                                   ,     2143111.25
2016_02_15 10:00,     47625,              3,log file sync                                                   ,      692162.57
2016_02_15 10:00,     47625,              3,db file sequential read                                         ,     1034151.55
2016_02_15 10:00,     47625,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 10:00,     47625,              4,log file sync                                                   ,      176285.07
2016_02_15 10:00,     47625,              4,log file parallel write                                         ,        91621.2
2016_02_15 10:30,     47626,              1,db file scattered read                                          ,           4.74
2016_02_15 10:30,     47626,              1,log file sync                                                   ,       39595.63
2016_02_15 10:30,     47626,              1,db file sequential read                                         ,     1006123.09
2016_02_15 10:30,     47626,              2,log file sync                                                   ,      400548.25
2016_02_15 10:30,     47626,              2,direct path read                                                ,      409643.95
2016_02_15 10:30,     47626,              2,log file parallel write                                         ,      137901.09
2016_02_15 10:30,     47626,              3,enq: TX - row lock contention                                   ,     1440452.96
2016_02_15 10:30,     47626,              3,log file sync                                                   ,      494599.03
2016_02_15 10:30,     47626,              3,db file sequential read                                         ,     1031361.38
2016_02_15 10:30,     47626,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 10:30,     47626,              4,log file sync                                                   ,       98140.16
2016_02_15 10:30,     47626,              4,log file parallel write                                         ,       83397.77
2016_02_15 11:00,     47627,              1,db file scattered read                                          ,          71.68
2016_02_15 11:00,     47627,              1,log file sync                                                   ,       51124.62
2016_02_15 11:00,     47627,              1,db file sequential read                                         ,      136833.84
2016_02_15 11:00,     47627,              2,log file sync                                                   ,      473587.32
2016_02_15 11:00,     47627,              2,direct path read                                                ,         490127
2016_02_15 11:00,     47627,              2,log file parallel write                                         ,       166281.6
2016_02_15 11:00,     47627,              3,enq: TX - row lock contention                                   ,     1508442.88
2016_02_15 11:00,     47627,              3,log file sync                                                   ,      493088.32
2016_02_15 11:00,     47627,              3,db file sequential read                                         ,      904548.19
2016_02_15 11:00,     47627,              4,SQL*Net more data from dblink                                   ,      818336.66
2016_02_15 11:00,     47627,              4,log file sync                                                   ,       95548.56
2016_02_15 11:00,     47627,              4,log file parallel write                                         ,       84046.23
2016_02_15 11:30,     47628,              1,db file scattered read                                          ,        6843.01
2016_02_15 11:30,     47628,              1,log file sync                                                   ,       74295.14
2016_02_15 11:30,     47628,              1,db file sequential read                                         ,      183315.24
2016_02_15 11:30,     47628,              2,log file sync                                                   ,      394008.05
2016_02_15 11:30,     47628,              2,direct path read                                                ,      246494.49
2016_02_15 11:30,     47628,              2,log file parallel write                                         ,      135230.32
2016_02_15 11:30,     47628,              3,enq: TX - row lock contention                                   ,     1002440.87
2016_02_15 11:30,     47628,              3,log file sync                                                   ,      448118.76
2016_02_15 11:30,     47628,              3,db file sequential read                                         ,      577080.09
2016_02_15 11:30,     47628,              4,SQL*Net more data from dblink                                   ,      483569.83
2016_02_15 11:30,     47628,              4,log file sync                                                   ,      109771.67
2016_02_15 11:30,     47628,              4,log file parallel write                                         ,       75867.36
2016_02_15 12:00,     47629,              1,db file scattered read                                          ,           1.98
2016_02_15 12:00,     47629,              1,log file sync                                                   ,       42882.66
2016_02_15 12:00,     47629,              1,db file sequential read                                         ,       25424.52
2016_02_15 12:00,     47629,              2,log file sync                                                   ,      354513.45
2016_02_15 12:00,     47629,              2,direct path read                                                ,      189064.15
2016_02_15 12:00,     47629,              2,log file parallel write                                         ,      129806.49
2016_02_15 12:00,     47629,              3,enq: TX - row lock contention                                   ,     2707282.33
2016_02_15 12:00,     47629,              3,log file sync                                                   ,       524887.3
2016_02_15 12:00,     47629,              3,db file sequential read                                         ,      580641.63
2016_02_15 12:00,     47629,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 12:00,     47629,              4,log file sync                                                   ,       85884.06
2016_02_15 12:00,     47629,              4,log file parallel write                                         ,       67691.43
2016_02_15 12:30,     47630,              1,db file scattered read                                          ,            1.7
2016_02_15 12:30,     47630,              1,log file sync                                                   ,       70968.77
2016_02_15 12:30,     47630,              1,db file sequential read                                         ,         8222.5
2016_02_15 12:30,     47630,              2,log file sync                                                   ,      515408.36
2016_02_15 12:30,     47630,              2,direct path read                                                ,       87004.29
2016_02_15 12:30,     47630,              2,log file parallel write                                         ,      151791.41
2016_02_15 12:30,     47630,              3,enq: TX - row lock contention                                   ,     2134289.86
2016_02_15 12:30,     47630,              3,log file sync                                                   ,       776168.6
2016_02_15 12:30,     47630,              3,db file sequential read                                         ,      790517.59
2016_02_15 12:30,     47630,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 12:30,     47630,              4,log file sync                                                   ,      113702.46
2016_02_15 12:30,     47630,              4,log file parallel write                                         ,       73083.98
2016_02_15 13:00,     47631,              1,db file scattered read                                          ,      572857.97
2016_02_15 13:00,     47631,              1,log file sync                                                   ,        65000.1
2016_02_15 13:00,     47631,              1,db file sequential read                                         ,      479125.19
2016_02_15 13:00,     47631,              2,log file sync                                                   ,      614832.46
2016_02_15 13:00,     47631,              2,direct path read                                                ,      207692.83
2016_02_15 13:00,     47631,              2,log file parallel write                                         ,      181580.64
2016_02_15 13:00,     47631,              3,enq: TX - row lock contention                                   ,      258765.72
2016_02_15 13:00,     47631,              3,log file sync                                                   ,      656908.75
2016_02_15 13:00,     47631,              3,db file sequential read                                         ,      850537.17
2016_02_15 13:00,     47631,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 13:00,     47631,              4,log file sync                                                   ,       83760.44
2016_02_15 13:00,     47631,              4,log file parallel write                                         ,       60483.73
2016_02_15 13:30,     47632,              1,db file scattered read                                          ,      247198.52
2016_02_15 13:30,     47632,              1,log file sync                                                   ,       72698.76
2016_02_15 13:30,     47632,              1,db file sequential read                                         ,     1556581.36
2016_02_15 13:30,     47632,              2,log file sync                                                   ,       458643.3
2016_02_15 13:30,     47632,              2,direct path read                                                ,      413664.35
2016_02_15 13:30,     47632,              2,log file parallel write                                         ,      157055.15
2016_02_15 13:30,     47632,              3,enq: TX - row lock contention                                   ,      429258.05
2016_02_15 13:30,     47632,              3,log file sync                                                   ,      484221.56
2016_02_15 13:30,     47632,              3,db file sequential read                                         ,     1322973.83
2016_02_15 13:30,     47632,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 13:30,     47632,              4,log file sync                                                   ,       68972.99
2016_02_15 13:30,     47632,              4,log file parallel write                                         ,       57077.92
2016_02_15 14:00,     47633,              1,db file scattered read                                          ,      175864.86
2016_02_15 14:00,     47633,              1,log file sync                                                   ,       80174.09
2016_02_15 14:00,     47633,              1,db file sequential read                                         ,      606187.37
2016_02_15 14:00,     47633,              2,log file sync                                                   ,      497150.04
2016_02_15 14:00,     47633,              2,direct path read                                                ,      421614.02
2016_02_15 14:00,     47633,              2,log file parallel write                                         ,      159418.93
2016_02_15 14:00,     47633,              3,enq: TX - row lock contention                                   ,     1044078.57
2016_02_15 14:00,     47633,              3,log file sync                                                   ,      638531.36
2016_02_15 14:00,     47633,              3,db file sequential read                                         ,     1013761.28
2016_02_15 14:00,     47633,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 14:00,     47633,              4,log file sync                                                   ,      119860.43
2016_02_15 14:00,     47633,              4,log file parallel write                                         ,       73996.41
2016_02_15 14:30,     47634,              1,db file scattered read                                          ,           8.57
2016_02_15 14:30,     47634,              1,log file sync                                                   ,        65185.3
2016_02_15 14:30,     47634,              1,db file sequential read                                         ,       41366.73
2016_02_15 14:30,     47634,              2,log file sync                                                   ,      365408.98
2016_02_15 14:30,     47634,              2,direct path read                                                ,      438978.16
2016_02_15 14:30,     47634,              2,log file parallel write                                         ,      148791.03
2016_02_15 14:30,     47634,              3,enq: TX - row lock contention                                   ,     1226744.69
2016_02_15 14:30,     47634,              3,log file sync                                                   ,      646089.42
2016_02_15 14:30,     47634,              3,db file sequential read                                         ,      813770.15
2016_02_15 14:30,     47634,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 14:30,     47634,              4,log file sync                                                   ,      125814.51
2016_02_15 14:30,     47634,              4,log file parallel write                                         ,       79755.24
2016_02_15 15:00,     47635,              1,db file scattered read                                          ,           1.18
2016_02_15 15:00,     47635,              1,log file sync                                                   ,       92885.64
2016_02_15 15:00,     47635,              1,db file sequential read                                         ,      185080.43
2016_02_15 15:00,     47635,              2,log file sync                                                   ,      508845.96
2016_02_15 15:00,     47635,              2,direct path read                                                ,      409404.43
2016_02_15 15:00,     47635,              2,log file parallel write                                         ,      170618.84
2016_02_15 15:00,     47635,              3,enq: TX - row lock contention                                   ,     2045732.89
2016_02_15 15:00,     47635,              3,log file sync                                                   ,      646088.26
2016_02_15 15:00,     47635,              3,db file sequential read                                         ,      858118.89
2016_02_15 15:00,     47635,              4,SQL*Net more data from dblink                                   ,        3802.99
2016_02_15 15:00,     47635,              4,log file sync                                                   ,      141694.36
2016_02_15 15:00,     47635,              4,log file parallel write                                         ,       69149.68
2016_02_15 15:30,     47636,              1,db file scattered read                                          ,            1.5
2016_02_15 15:30,     47636,              1,log file sync                                                   ,       87204.02
2016_02_15 15:30,     47636,              1,db file sequential read                                         ,        35339.2
2016_02_15 15:30,     47636,              2,log file sync                                                   ,      568174.02
2016_02_15 15:30,     47636,              2,direct path read                                                ,      389157.18
2016_02_15 15:30,     47636,              2,log file parallel write                                         ,      174811.02
2016_02_15 15:30,     47636,              3,enq: TX - row lock contention                                   ,     1770726.21
2016_02_15 15:30,     47636,              3,log file sync                                                   ,      494717.74
2016_02_15 15:30,     47636,              3,db file sequential read                                         ,      866176.48
2016_02_15 15:30,     47636,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 15:30,     47636,              4,log file sync                                                   ,      113574.66
2016_02_15 15:30,     47636,              4,log file parallel write                                         ,        69784.3
2016_02_15 16:00,     47637,              1,db file scattered read                                          ,           1.82
2016_02_15 16:00,     47637,              1,log file sync                                                   ,      122374.98
2016_02_15 16:00,     47637,              1,db file sequential read                                         ,       10667.07
2016_02_15 16:00,     47637,              2,log file sync                                                   ,      902911.45
2016_02_15 16:00,     47637,              2,direct path read                                                ,      367606.74
2016_02_15 16:00,     47637,              2,log file parallel write                                         ,       239821.7
2016_02_15 16:00,     47637,              3,enq: TX - row lock contention                                   ,     1008044.11
2016_02_15 16:00,     47637,              3,log file sync                                                   ,      654848.23
2016_02_15 16:00,     47637,              3,db file sequential read                                         ,     1248547.24
2016_02_15 16:00,     47637,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 16:00,     47637,              4,log file sync                                                   ,      140942.21
2016_02_15 16:00,     47637,              4,log file parallel write                                         ,       82121.34
2016_02_15 16:30,     47638,              1,db file scattered read                                          ,           1.13
2016_02_15 16:30,     47638,              1,log file sync                                                   ,       78479.52
2016_02_15 16:30,     47638,              1,db file sequential read                                         ,       32911.19
2016_02_15 16:30,     47638,              2,log file sync                                                   ,      630050.64
2016_02_15 16:30,     47638,              2,direct path read                                                ,         285059
2016_02_15 16:30,     47638,              2,log file parallel write                                         ,      192933.38
2016_02_15 16:30,     47638,              3,enq: TX - row lock contention                                   ,      235354.14
2016_02_15 16:30,     47638,              3,log file sync                                                   ,      720883.58
2016_02_15 16:30,     47638,              3,db file sequential read                                         ,     1089082.69
2016_02_15 16:30,     47638,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 16:30,     47638,              4,log file sync                                                   ,      116957.89
2016_02_15 16:30,     47638,              4,log file parallel write                                         ,       68976.03
2016_02_15 17:00,     47639,              1,db file scattered read                                          ,           1.53
2016_02_15 17:00,     47639,              1,log file sync                                                   ,      125209.56
2016_02_15 17:00,     47639,              1,db file sequential read                                         ,      201697.51
2016_02_15 17:00,     47639,              2,log file sync                                                   ,      793758.44
2016_02_15 17:00,     47639,              2,direct path read                                                ,      301587.28
2016_02_15 17:00,     47639,              2,log file parallel write                                         ,      207735.65
2016_02_15 17:00,     47639,              3,enq: TX - row lock contention                                   ,      259344.92
2016_02_15 17:00,     47639,              3,log file sync                                                   ,      748288.86
2016_02_15 17:00,     47639,              3,db file sequential read                                         ,      948612.33
2016_02_15 17:00,     47639,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 17:00,     47639,              4,log file sync                                                   ,      125877.69
2016_02_15 17:00,     47639,              4,log file parallel write                                         ,       66463.55
2016_02_15 17:30,     47640,              1,db file scattered read                                          ,          13.86
2016_02_15 17:30,     47640,              1,log file sync                                                   ,       63998.42
2016_02_15 17:30,     47640,              1,db file sequential read                                         ,        6418.25
2016_02_15 17:30,     47640,              2,log file sync                                                   ,      445076.52
2016_02_15 17:30,     47640,              2,direct path read                                                ,      369116.02
2016_02_15 17:30,     47640,              2,log file parallel write                                         ,      170592.76
2016_02_15 17:30,     47640,              3,enq: TX - row lock contention                                   ,      638157.69
2016_02_15 17:30,     47640,              3,log file sync                                                   ,      523261.78
2016_02_15 17:30,     47640,              3,db file sequential read                                         ,     1610396.89
2016_02_15 17:30,     47640,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 17:30,     47640,              4,log file sync                                                   ,       93010.01
2016_02_15 17:30,     47640,              4,log file parallel write                                         ,       54050.71
2016_02_15 18:00,     47641,              1,db file scattered read                                          ,           2.35
2016_02_15 18:00,     47641,              1,log file sync                                                   ,      144397.69
2016_02_15 18:00,     47641,              1,db file sequential read                                         ,        7846.69
2016_02_15 18:00,     47641,              2,log file sync                                                   ,      849365.96
2016_02_15 18:00,     47641,              2,direct path read                                                ,      395607.11
2016_02_15 18:00,     47641,              2,log file parallel write                                         ,      194237.35
2016_02_15 18:00,     47641,              3,enq: TX - row lock contention                                   ,     1216113.83
2016_02_15 18:00,     47641,              3,log file sync                                                   ,     1116508.69
2016_02_15 18:00,     47641,              3,db file sequential read                                         ,     1738899.61
2016_02_15 18:00,     47641,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 18:00,     47641,              4,log file sync                                                   ,       90415.73
2016_02_15 18:00,     47641,              4,log file parallel write                                         ,       65729.91
2016_02_15 18:30,     47642,              1,db file scattered read                                          ,            1.1
2016_02_15 18:30,     47642,              1,log file sync                                                   ,       46403.67
2016_02_15 18:30,     47642,              1,db file sequential read                                         ,       13217.09
2016_02_15 18:30,     47642,              2,log file sync                                                   ,      477407.93
2016_02_15 18:30,     47642,              2,direct path read                                                ,      407106.89
2016_02_15 18:30,     47642,              2,log file parallel write                                         ,      183482.36
2016_02_15 18:30,     47642,              3,enq: TX - row lock contention                                   ,      592709.06
2016_02_15 18:30,     47642,              3,log file sync                                                   ,      509007.08
2016_02_15 18:30,     47642,              3,db file sequential read                                         ,     1375383.88
2016_02_15 18:30,     47642,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 18:30,     47642,              4,log file sync                                                   ,       92212.44
2016_02_15 18:30,     47642,              4,log file parallel write                                         ,       59271.73
2016_02_15 19:00,     47643,              1,db file scattered read                                          ,           4.15
2016_02_15 19:00,     47643,              1,log file sync                                                   ,       89163.98
2016_02_15 19:00,     47643,              1,db file sequential read                                         ,        6084.69
2016_02_15 19:00,     47643,              2,log file sync                                                   ,      478752.26
2016_02_15 19:00,     47643,              2,direct path read                                                ,      223262.36
2016_02_15 19:00,     47643,              2,log file parallel write                                         ,      206140.55
2016_02_15 19:00,     47643,              3,enq: TX - row lock contention                                   ,      504529.94
2016_02_15 19:00,     47643,              3,log file sync                                                   ,      637553.47
2016_02_15 19:00,     47643,              3,db file sequential read                                         ,      1302362.2
2016_02_15 19:00,     47643,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 19:00,     47643,              4,log file sync                                                   ,      104006.07
2016_02_15 19:00,     47643,              4,log file parallel write                                         ,       73704.16
2016_02_15 19:30,     47644,              1,db file scattered read                                          ,          86.76
2016_02_15 19:30,     47644,              1,log file sync                                                   ,       59949.31
2016_02_15 19:30,     47644,              1,db file sequential read                                         ,        5930.27
2016_02_15 19:30,     47644,              2,log file sync                                                   ,      634102.17
2016_02_15 19:30,     47644,              2,direct path read                                                ,      166798.41
2016_02_15 19:30,     47644,              2,log file parallel write                                         ,      192759.24
2016_02_15 19:30,     47644,              3,enq: TX - row lock contention                                   ,      934119.35
2016_02_15 19:30,     47644,              3,log file sync                                                   ,      590033.29
2016_02_15 19:30,     47644,              3,db file sequential read                                         ,     1474579.76
2016_02_15 19:30,     47644,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 19:30,     47644,              4,log file sync                                                   ,      132791.42
2016_02_15 19:30,     47644,              4,log file parallel write                                         ,       80491.88
2016_02_15 20:00,     47645,              1,db file scattered read                                          ,     1074225.01
2016_02_15 20:00,     47645,              1,log file sync                                                   ,      117625.42
2016_02_15 20:00,     47645,              1,db file sequential read                                         ,     1637044.78
2016_02_15 20:00,     47645,              2,log file sync                                                   ,       788639.6
2016_02_15 20:00,     47645,              2,direct path read                                                ,      852035.21
2016_02_15 20:00,     47645,              2,log file parallel write                                         ,       253784.9
2016_02_15 20:00,     47645,              3,enq: TX - row lock contention                                   ,      925458.92
2016_02_15 20:00,     47645,              3,log file sync                                                   ,         850171
2016_02_15 20:00,     47645,              3,db file sequential read                                         ,     1931704.87
2016_02_15 20:00,     47645,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 20:00,     47645,              4,log file sync                                                   ,      121470.09
2016_02_15 20:00,     47645,              4,log file parallel write                                         ,       68060.41
2016_02_15 20:30,     47646,              1,db file scattered read                                          ,     1986444.29
2016_02_15 20:30,     47646,              1,log file sync                                                   ,      110435.23
2016_02_15 20:30,     47646,              1,db file sequential read                                         ,     3167508.47
2016_02_15 20:30,     47646,              2,log file sync                                                   ,      944019.47
2016_02_15 20:30,     47646,              2,direct path read                                                ,     1034149.34
2016_02_15 20:30,     47646,              2,log file parallel write                                         ,      296439.45
2016_02_15 20:30,     47646,              3,enq: TX - row lock contention                                   ,        2202640
2016_02_15 20:30,     47646,              3,log file sync                                                   ,     1534249.52
2016_02_15 20:30,     47646,              3,db file sequential read                                         ,     2453443.61
2016_02_15 20:30,     47646,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 20:30,     47646,              4,log file sync                                                   ,      221258.46
2016_02_15 20:30,     47646,              4,log file parallel write                                         ,      102728.47
2016_02_15 21:00,     47647,              1,db file scattered read                                          ,     1170297.42
2016_02_15 21:00,     47647,              1,log file sync                                                   ,       93975.67
2016_02_15 21:00,     47647,              1,db file sequential read                                         ,      819901.07
2016_02_15 21:00,     47647,              2,log file sync                                                   ,      605577.58
2016_02_15 21:00,     47647,              2,direct path read                                                ,      497121.36
2016_02_15 21:00,     47647,              2,log file parallel write                                         ,      277207.93
2016_02_15 21:00,     47647,              3,enq: TX - row lock contention                                   ,      1270319.1
2016_02_15 21:00,     47647,              3,log file sync                                                   ,      942415.08
2016_02_15 21:00,     47647,              3,db file sequential read                                         ,     1792916.17
2016_02_15 21:00,     47647,              4,SQL*Net more data from dblink                                   ,           9.66
2016_02_15 21:00,     47647,              4,log file sync                                                   ,       158572.5
2016_02_15 21:00,     47647,              4,log file parallel write                                         ,       96950.68
2016_02_15 21:30,     47648,              1,db file scattered read                                          ,      484011.65
2016_02_15 21:30,     47648,              1,log file sync                                                   ,       41041.46
2016_02_15 21:30,     47648,              1,db file sequential read                                         ,     1082801.96
2016_02_15 21:30,     47648,              2,log file sync                                                   ,      381421.41
2016_02_15 21:30,     47648,              2,direct path read                                                ,      109295.39
2016_02_15 21:30,     47648,              2,log file parallel write                                         ,      200842.67
2016_02_15 21:30,     47648,              3,enq: TX - row lock contention                                   ,      898942.67
2016_02_15 21:30,     47648,              3,log file sync                                                   ,      702980.07
2016_02_15 21:30,     47648,              3,db file sequential read                                         ,     1861657.83
2016_02_15 21:30,     47648,              4,SQL*Net more data from dblink                                   ,              0
2016_02_15 21:30,     47648,              4,log file sync                                                   ,      149125.08
2016_02_15 21:30,     47648,              4,log file parallel write                                         ,        91829.3
2016_02_15 22:00,     47649,              1,db file scattered read                                          ,           1.49
2016_02_15 22:00,     47649,              1,log file sync                                                   ,       66447.35
2016_02_15 22:00,     47649,              1,db file sequential read                                         ,       30983.81
2016_02_15 22:00,     47649,              2,log file sync                                                   ,      438961.21
