Enter value for sql_id: crg49j4zawzwt

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26471|FRI 18-10 11:00  |   0|     2|     16|     0|      16|     5237456|    4693543|        0|         0|  1379404.45|   230500.00|  1239382.45|         .00|         .00|ALL      |  14406.25|    86212.78|null
  1|crg49j4zawzwt| 311184100| 26472|FRI 18-10 12:00  |   0|     2|     16|     0|      16|     5237458|    4772430|        0|         2|  1562820.27|   230920.00|  1423385.08|         .00|         .00|ALL      |   14432.5|    97676.27|null
  1|crg49j4zawzwt| 311184100| 26473|FRI 18-10 13:00  |   0|     4|     15|     0|      16|     5237536|    4772896|        0|         8|  1334554.47|   222660.00|  1204584.72|         .00|         .00|ALL      |     14844|    88970.30|null
  1|crg49j4zawzwt| 311184100| 26474|FRI 18-10 14:00  |   0|     7|     16|     0|      16|     5237458|    4795223|        0|         2|  1243203.95|   214230.00|  1122199.99|         .00|         .00|ALL      | 13389.375|    77700.25|null
  1|crg49j4zawzwt| 311184100| 26475|FRI 18-10 15:00  |   0|    10|     16|     0|      16|     5237468|    4809740|        0|         2|  1305656.50|   223300.00|  1176724.07|         .00|         .00|ALL      |  13956.25|    81603.53|null
  1|crg49j4zawzwt| 311184100| 26476|FRI 18-10 16:00  |   0|     4|     16|     0|      15|     4910148|    4509090|        0|         3|  1229467.23|   211490.00|  1104594.23|         .00|         .00|ALL      | 13218.125|    76841.70|null
  1|crg49j4zawzwt| 311184100| 26477|FRI 18-10 17:00  |   0|     5|     16|     0|      16|     5237480|    4809664|        0|         4|  1569727.49|   228810.00|  1431809.60|         .00|        3.11|ALL      | 14300.625|    98107.97|null
  1|crg49j4zawzwt| 311184100| 26478|FRI 18-10 18:00  |   0|     5|     15|     0|      16|     5237473|    4809649|        0|         1|  1320968.30|   224250.00|  1189924.38|         .00|         .00|ALL      |     14950|    88064.55|null
  1|crg49j4zawzwt| 311184100| 26479|FRI 18-10 19:00  |   0|     7|     16|     0|      16|     5237472|    4809648|        0|         0|  1267580.87|   217720.00|  1145110.07|         .00|         .00|ALL      |   13607.5|    79223.80|null
  1|crg49j4zawzwt| 311184100| 26480|FRI 18-10 20:00  |   0|     1|     16|     0|      15|     4910130|    4509045|        0|         0|  1225964.75|   212320.00|  1101233.52|         .00|         .00|ALL      |     13270|    76622.80|null
  1|crg49j4zawzwt| 311184100| 26481|FRI 18-10 21:00  |   0|     3|     15|     0|      16|     5237558|    4809665|        0|         4|  1306090.94|   224020.00|  1174656.44|         .00|         .00|ALL      |14934.6667|    87072.73|null
  1|crg49j4zawzwt| 311184100| 26482|FRI 18-10 22:00  |   0|     5|     15|     0|      15|     4910146|    4509061|        0|         1|  1636008.38|   213570.00|  1514356.32|         .00|      108.94|ALL      |     14238|   109067.23|null
  1|crg49j4zawzwt| 311184100| 26483|FRI 18-10 23:00  |   0|     2|     16|     0|      16|     5237488|    3676075|        0|         0|  1014504.54|   199900.00|   883984.65|         .00|       14.22|ALL      |  12493.75|    63406.53|null
  1|crg49j4zawzwt| 311184100| 26484|SAT 19-10 00:00  |   0|     0|     11|     0|      11|     3600773|    2640608|        0|         0|   728417.36|   141860.00|   638289.71|         .00|         .00|ALL      |12896.3636|    66219.76|null
  1|crg49j4zawzwt| 311184100| 26485|SAT 19-10 01:00  |   0|     1|     16|     0|      16|     5237564|    3847781|        0|         4|  1053445.21|   208610.00|   920776.89|         .00|         .00|ALL      | 13038.125|    65840.33|null
  1|crg49j4zawzwt| 311184100| 26486|SAT 19-10 02:00  |   0|     2|     16|     0|      16|     5237489|    3849233|        0|         1|  1035939.57|   196920.00|   911420.47|         .00|         .00|ALL      |   12307.5|    64746.22|null
  1|crg49j4zawzwt| 311184100| 26487|SAT 19-10 03:00  |   0|     0|     16|     0|      16|     5237488|    3849232|        0|         0|  1000646.45|   196620.00|   876685.38|         .00|         .00|ALL      |  12288.75|    62540.40|null
  1|crg49j4zawzwt| 311184100| 26488|SAT 19-10 04:00  |   0|     0|     16|     0|      16|     5237488|    3849232|        0|         0|  1525232.94|   211800.00|  1388386.10|         .00|         .00|ALL      |   13237.5|    95327.06|null
  1|crg49j4zawzwt| 311184100| 26489|SAT 19-10 05:00  |   0|     1|     16|     0|      15|     4910136|    3608672|        0|         4|   958498.95|   186800.00|   840072.99|         .00|         .00|ALL      |     11675|    59906.18|null
  1|crg49j4zawzwt| 311184100| 26490|SAT 19-10 06:00  |   0|     0|     16|     0|      17|     5564816|    4089828|        0|         2|  1085212.91|   219430.00|   946996.00|         .00|      109.30|ALL      | 13714.375|    67825.81|null
  1|crg49j4zawzwt| 311184100| 26491|SAT 19-10 07:00  |   0|     4|     16|     0|      15|     4910130|    4020932|        0|         0|  1192480.34|   213250.00|  1040954.73|         .00|      164.19|ALL      | 13328.125|    74530.02|null
  1|crg49j4zawzwt| 311184100| 26492|SAT 19-10 08:00  |   0|     0|     16|     0|      17|     5564814|    4748100|        0|         0|  1262284.02|   241970.00|  1116999.78|         .00|      108.27|ALL      | 15123.125|    78892.75|null
  1|crg49j4zawzwt| 311184100| 26493|SAT 19-10 09:00  |   0|     0|     16|     0|      16|     5237477|    4468777|        0|         5|  1171069.56|   223900.00|  1038288.92|         .00|         .00|ALL      |  13993.75|    73191.85|null
  1|crg49j4zawzwt| 311184100| 26494|SAT 19-10 10:00  |   0|     0|     16|     0|      16|     5237473|    4468769|        0|         1|  1178585.81|   221300.00|  1047641.67|         .00|         .00|ALL      |  13831.25|    73661.61|null
  1|crg49j4zawzwt| 311184100| 26495|SAT 19-10 11:00  |   0|     1|     16|     0|      16|     5237472|    4468768|        0|         0|  1179901.32|   221830.00|  1048643.54|         .00|         .00|ALL      | 13864.375|    73743.83|null
  1|crg49j4zawzwt| 311184100| 26496|SAT 19-10 12:00  |   0|     1|     15|     0|      15|     4910130|    4189470|        0|         0|  1491577.06|   208240.00|  1367045.82|         .00|         .00|ALL      |13882.6667|    99438.47|null
  1|crg49j4zawzwt| 311184100| 26497|SAT 19-10 13:00  |   0|     2|     16|     0|      16|     5237486|    4468774|        0|         4|  1183953.16|   222980.00|  1051707.76|         .00|      217.49|ALL      |  13936.25|    73997.07|null
  1|crg49j4zawzwt| 311184100| 26498|SAT 19-10 14:00  |   0|     2|     14|     0|      14|     4582789|    3910173|        0|         1|  2181690.97|   202510.00|  2058318.94|         .00|      109.22|ALL      |     14465|   155835.07|null
  1|crg49j4zawzwt| 311184100| 26499|SAT 19-10 15:00  |   0|     0|     16|     0|      16|     5237472|    4468768|        0|         0|  1199511.44|   227650.00|  1063223.61|         .00|         .00|ALL      | 14228.125|    74969.46|null
  1|crg49j4zawzwt| 311184100| 26500|SAT 19-10 16:00  |   0|     0|     16|     0|      16|     5237472|    4468768|        0|         0|  1184094.48|   226170.00|  1049187.13|         .00|         .00|ALL      | 14135.625|    74005.90|null
  1|crg49j4zawzwt| 311184100| 26501|SAT 19-10 17:00  |   0|     2|     16|     0|      16|     5237463|    4468746|        0|         4|  1432673.41|   230350.00|  1293723.39|         .00|         .00|ALL      | 14396.875|    89542.09|null
  1|crg49j4zawzwt| 311184100| 26502|SAT 19-10 18:00  |   0|     5|     16|     0|      16|     5237457|    4468737|        0|         1|  1183180.81|   224840.00|  1048406.29|         .00|         .00|ALL      |   14052.5|    73948.80|null
  1|crg49j4zawzwt| 311184100| 26503|SAT 19-10 19:01  |   0|     5|     16|     0|      16|     5237458|    4468738|        0|         2|  1186857.14|   227700.00|  1049961.19|         .00|         .00|ALL      |  14231.25|    74178.57|null
  1|crg49j4zawzwt| 311184100| 26504|SAT 19-10 20:00  |   0|     7|     16|     0|      16|     5237449|    4468745|        0|        13|  1181311.25|   226100.00|  1045965.46|         .00|         .00|ALL      |  14131.25|    73831.95|null
  1|crg49j4zawzwt| 311184100| 26505|SAT 19-10 21:00  |   0|     2|     16|     0|      16|     5237447|    4468743|        0|         7|  1292660.62|   227180.00|  1156472.69|         .00|      109.15|ALL      |  14198.75|    80791.29|null
  1|crg49j4zawzwt| 311184100| 26506|SAT 19-10 22:00  |   0|     1|     15|     0|      14|     4582761|    3930844|        0|         1|  2040328.88|   200750.00|  1918459.17|         .00|      217.85|ALL      |13383.3333|   136021.93|null
  1|crg49j4zawzwt| 311184100| 26507|SAT 19-10 23:00  |   0|     3|     15|     0|      16|     5237440|    3939267|        0|         0|  1287506.31|   206980.00|  1157006.49|         .00|        1.80|ALL      |13798.6667|    85833.75|null
  1|crg49j4zawzwt| 311184100| 26508|SUN 20-10 00:00  |   0|     1|     11|     0|      11|     3600740|    2799802|        0|         0|   787310.72|   143420.00|   700074.47|         .00|         .00|ALL      |13038.1818|    71573.70|null
  1|crg49j4zawzwt| 311184100| 26509|SUN 20-10 01:00  |   0|     3|     16|     0|      16|     5237502|    4121587|        0|         4|  1381123.60|   211740.00|  1253171.77|         .00|      109.15|ALL      |  13233.75|    86320.22|null
  1|crg49j4zawzwt| 311184100| 26510|SUN 20-10 02:00  |   0|     0|     16|     0|      16|     5237425|    4132801|        0|         1|  1164203.96|   198210.00|  1046116.66|         .00|         .00|ALL      | 12388.125|    72762.75|null
  1|crg49j4zawzwt| 311184100| 26511|SUN 20-10 03:00  |   0|     0|     16|     0|      16|     5237424|    4132800|        0|         0|  1265272.90|   200420.00|  1145095.54|         .00|         .00|ALL      |  12526.25|    79079.56|null

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26512|SUN 20-10 04:00  |   0|     0|     16|     0|      15|     4910085|    3874500|        0|         0|  1950699.79|   205060.00|  1823753.40|         .00|         .00|ALL      |  12816.25|   121918.74|null
  1|crg49j4zawzwt| 311184100| 26513|SUN 20-10 05:00  |   0|     0|     16|     0|      16|     5237507|    4132816|        0|         4|  1378785.79|   219740.00|  1239989.26|         .00|         .00|ALL      |  13733.75|    86174.11|null
  1|crg49j4zawzwt| 311184100| 26514|SUN 20-10 06:00  |   0|     1|     16|     0|      16|     5237441|    4132817|        0|         1|  1223760.62|   233370.00|  1076725.36|         .00|      322.30|ALL      | 14585.625|    76485.04|null
  1|crg49j4zawzwt| 311184100| 26515|SUN 20-10 07:00  |   0|     5|     15|     0|      16|     5237440|    4548206|        0|         0|  1321456.02|   235410.00|  1152871.57|         .00|      277.01|ALL      |     15694|    88097.07|null
  1|crg49j4zawzwt| 311184100| 26516|SUN 20-10 08:00  |   0|     2|     16|     0|      16|     5237440|    4680363|        0|         0|  1203448.91|   221800.00|  1076484.76|         .00|         .00|ALL      |   13862.5|    75215.56|null
  1|crg49j4zawzwt| 311184100| 26517|SUN 20-10 09:00  |   0|     3|     16|     0|      16|     5237515|    4697729|        0|         3|  1231770.30|   229450.00|  1099776.86|         .00|         .00|ALL      | 14340.625|    76985.64|null
  1|crg49j4zawzwt| 311184100| 26518|SUN 20-10 10:00  |   0|     1|     16|     0|      16|     5237441|    4698947|        0|         1|  1276151.82|   223520.00|  1148889.13|         .00|      109.13|ALL      |     13970|    79759.49|null
  1|crg49j4zawzwt| 311184100| 26519|SUN 20-10 11:00  |   0|     1|     16|     0|      16|     5237440|    4698944|        0|         0|  1220099.34|   223250.00|  1092509.50|         .00|      218.06|ALL      | 13953.125|    76256.21|null
  1|crg49j4zawzwt| 311184100| 26520|SUN 20-10 12:00  |   0|     1|     16|     0|      16|     5237440|    4698944|        0|         0|  1207309.98|   223280.00|  1080078.65|         .00|      218.27|ALL      |     13955|    75456.87|null
  1|crg49j4zawzwt| 311184100| 26521|SUN 20-10 13:00  |   0|     0|     16|     0|      16|     5237480|    4698932|        0|         4|  1220832.91|   223720.00|  1093382.91|         .00|      219.45|ALL      |   13982.5|    76302.06|null
  1|crg49j4zawzwt| 311184100| 26522|SUN 20-10 14:00  |   0|     0|     16|     0|      16|     5237441|    4698929|        0|         1|  1213491.64|   224110.00|  1086017.75|         .00|      109.98|ALL      | 14006.875|    75843.23|null
  1|crg49j4zawzwt| 311184100| 26523|SUN 20-10 15:00  |   0|     1|     16|     0|      16|     5237440|    4698928|        0|         0|  1224485.41|   226340.00|  1095869.00|         .00|      109.28|ALL      |  14146.25|    76530.34|null
  1|crg49j4zawzwt| 311184100| 26524|SUN 20-10 16:00  |   0|     0|     11|     0|      11|     3600740|    3171419|        0|         0|  2605337.62|   164090.00|  2506397.44|         .00|      109.07|ALL      |14917.2727|   236848.87|null
  1|crg49j4zawzwt| 311184100| 26525|SUN 20-10 17:01  |   0|     3|     14|     0|      14|     4582835|    3348707|        0|         3|  2524980.91|   179310.00|  2410467.82|         .00|      238.14|ALL      |12807.8571|   180355.78|null
  1|crg49j4zawzwt| 311184100| 26526|SUN 20-10 18:00  |   0|     0|     16|     0|      16|     5237441|    3677297|        0|         1|  1476001.98|   184200.00|  1365661.59|         .00|      107.74|ALL      |   11512.5|    92250.12|null
  1|crg49j4zawzwt| 311184100| 26527|SUN 20-10 19:00  |   0|     1|     16|     0|      16|     5237440|    3679232|        0|         0|  1105971.92|   185730.00|   995046.49|         .00|         .00|ALL      | 11608.125|    69123.24|null
  1|crg49j4zawzwt| 311184100| 26528|SUN 20-10 20:00  |   0|     1|     16|     0|      16|     5237440|    3686360|        0|         0|  1083867.18|   184330.00|   974658.37|         .00|      109.81|ALL      | 11520.625|    67741.70|null
  1|crg49j4zawzwt| 311184100| 26529|SUN 20-10 21:00  |   0|     0|     16|     0|      16|     5237444|    3708788|        0|         4|  1052938.00|   185490.00|   943006.88|         .00|      110.13|ALL      | 11593.125|    65808.62|null
  1|crg49j4zawzwt| 311184100| 26530|SUN 20-10 22:00  |   0|     0|     16|     0|      16|     5237441|    3744129|        0|         1|   995481.98|   185140.00|   885918.64|         .00|         .00|ALL      |  11571.25|    62217.62|null
