Enter value for sql_id: crg49j4zawzwt

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26146|FRI 04-10 22:00  |   1|     0|     15|  1358932.48|   189230.00|  1242726.01|         .00|         .00|ALL      |        0|    82848.40|null        |null        |12615.3333|    90595.50
  1|crg49j4zawzwt| 311184100| 26147|FRI 04-10 23:00  |   1|     0|     16|  1065379.44|   181830.00|   956465.45|         .00|         .00|ALL      |null     |    59779.09|null        |null        | 11364.375|    66586.21
  1|crg49j4zawzwt| 311184100| 26148|SAT 05-10 00:00  |   0|     0|     11|   773005.01|   147760.00|   684171.59|         .00|         .00|ALL      |null     |    62197.42|null        |null        |13432.7273|    70273.18
  1|crg49j4zawzwt| 311184100| 26149|SAT 05-10 01:00  |   1|     1|     16|  1005696.32|   196430.00|   887131.87|         .00|      105.94|ALL      |        0|    55445.74|null        |        6.62| 12276.875|    62856.02
  1|crg49j4zawzwt| 311184100| 26150|SAT 05-10 02:00  |   1|     1|     16|   988633.59|   187040.00|   875526.52|         .00|         .00|ALL      |        0|    54720.41|null        |null        |     11690|    61789.60
  1|crg49j4zawzwt| 311184100| 26151|SAT 05-10 03:00  |   1|     0|     16|   989409.93|   188180.00|   875474.21|         .00|         .00|ALL      |null     |    54717.14|null        |null        |  11761.25|    61838.12
  1|crg49j4zawzwt| 311184100| 26152|SAT 05-10 04:00  |   1|     2|     15|  1524260.60|   176580.00|  1410909.09|         .00|         .00|ALL      |null     |    94060.61|null        |null        |     11772|   101617.37
  1|crg49j4zawzwt| 311184100| 26153|SAT 05-10 05:00  |   0|     1|     16|  1135547.83|   201640.00|  1004686.87|         .00|         .00|ALL      |        0|    62792.93|null        |null        |   12602.5|    70971.74
  1|crg49j4zawzwt| 311184100| 26154|SAT 05-10 06:00  |   0|     1|     16|  1089708.25|   210300.00|   954022.75|         .00|      218.72|ALL      |        0|    59626.42|null        |       13.67|  13143.75|    68106.77
  1|crg49j4zawzwt| 311184100| 26155|SAT 05-10 07:00  |   0|     3|     16|  1090847.20|   211140.00|   955024.39|         .00|      220.38|ALL      |null     |    59689.02|null        |       13.77|  13196.25|    68177.95
  1|crg49j4zawzwt| 311184100| 26156|SAT 05-10 08:00  |   0|     2|     15|  1093174.06|   211190.00|   957418.14|         .00|      218.00|ALL      |null     |    63827.88|null        |       14.53|14079.3333|    72878.27
  1|crg49j4zawzwt| 311184100| 26157|SAT 05-10 09:00  |   1|     0|     17|  1090351.43|   212850.00|   954000.64|         .00|      106.44|ALL      |        0|    56117.68|null        |        6.26|12520.5882|    64138.32
  1|crg49j4zawzwt| 311184100| 26158|SAT 05-10 10:00  |   0|     1|     16|  1098305.35|   212270.00|   961704.84|         .00|      212.22|ALL      |        0|    60106.55|null        |       13.26| 13266.875|    68644.08
  1|crg49j4zawzwt| 311184100| 26159|SAT 05-10 11:00  |   0|     0|     16|  1112051.33|   213190.00|   975630.32|         .00|      217.77|ALL      |null     |    60976.90|null        |       13.61| 13324.375|    69503.21
  1|crg49j4zawzwt| 311184100| 26160|SAT 05-10 12:00  |   0|     0|     16|  1118112.37|   212640.00|   981510.38|         .00|      216.87|ALL      |null     |    61344.40|null        |       13.55|     13290|    69882.02
  1|crg49j4zawzwt| 311184100| 26161|SAT 05-10 13:00  |   0|     1|     16|  1084978.82|   213160.00|   948072.74|         .00|      213.14|ALL      |        0|    59254.55|null        |       13.32|   13322.5|    67811.18
  1|crg49j4zawzwt| 311184100| 26162|SAT 05-10 14:00  |   0|     2|     14|  2110820.36|   172020.00|  1996080.82|         .00|      253.28|ALL      |        0|   142577.20|null        |       18.09|12287.1429|   150772.88
  1|crg49j4zawzwt| 311184100| 26163|SAT 05-10 15:00  |   0|     0|     16|  1797234.56|   228740.00|  1661231.79|         .00|         .00|ALL      |null     |   103826.99|null        |null        |  14296.25|   112327.16
  1|crg49j4zawzwt| 311184100| 26164|SAT 05-10 16:00  |   1|     0|     16|  1084344.80|   208340.00|   962543.37|         .00|         .00|ALL      |null     |    60158.96|null        |null        |  13021.25|    67771.55
  1|crg49j4zawzwt| 311184100| 26165|SAT 05-10 17:00  |   1|     1|     16|  1304264.37|   215500.00|  1177040.31|         .00|         .00|ALL      |        0|    73565.02|null        |null        |  13468.75|    81516.52
  1|crg49j4zawzwt| 311184100| 26166|SAT 05-10 18:00  |   1|     0|     16|  1093455.90|   210980.00|   970835.31|         .00|         .00|ALL      |        0|    60677.21|null        |null        |  13186.25|    68340.99
  1|crg49j4zawzwt| 311184100| 26167|SAT 05-10 19:00  |   1|     0|     16|  1107613.91|   212320.00|   983893.79|         .00|         .00|ALL      |null     |    61493.36|null        |null        |     13270|    69225.87
  1|crg49j4zawzwt| 311184100| 26168|SAT 05-10 20:00  |   0|     1|     16|  1149074.42|   211230.00|  1026163.51|         .00|      216.77|ALL      |null     |    64135.22|null        |       13.55| 13201.875|    71817.15
  1|crg49j4zawzwt| 311184100| 26169|SAT 05-10 21:00  |   1|     0|     16|  1189766.90|   212790.00|  1065305.73|         .00|      109.04|ALL      |        0|    66581.61|null        |        6.81| 13299.375|    74360.43
  1|crg49j4zawzwt| 311184100| 26170|SAT 05-10 22:00  |   1|     1|     15|  1731980.33|   197610.00|  1610887.68|         .00|      219.62|ALL      |        0|   107392.51|null        |       14.64|     13174|   115465.36
  1|crg49j4zawzwt| 311184100| 26171|SAT 05-10 23:00  |   1|     1|     16|  1397976.90|   205770.00|  1276042.30|         .00|      217.24|ALL      |null     |    79752.64|null        |       13.58| 12860.625|    87373.56
  1|crg49j4zawzwt| 311184100| 26172|SUN 06-10 00:00  |   1|     0|     11|   724986.18|   139370.00|   643687.12|         .00|      108.87|ALL      |null     |    58517.01|null        |        9.90|     12670|    65907.83
  1|crg49j4zawzwt| 311184100| 26173|SUN 06-10 01:00  |   1|     0|     16|  1339357.01|   202170.00|  1214799.29|         .00|      116.15|ALL      |        0|    75924.96|null        |        7.26| 12635.625|    83709.81
  1|crg49j4zawzwt| 311184100| 26174|SUN 06-10 02:00  |   1|     1|     16|  1089364.67|   184700.00|   980217.01|         .00|         .00|ALL      |        0|    61263.56|null        |null        |  11543.75|    68085.29
  1|crg49j4zawzwt| 311184100| 26175|SUN 06-10 03:00  |   1|     1|     16|  1109693.67|   187850.00|   997831.07|         .00|         .00|ALL      |null     |    62364.44|null        |null        | 11740.625|    69355.85
  1|crg49j4zawzwt| 311184100| 26176|SUN 06-10 04:00  |   1|     0|     15|  1738933.98|   186240.00|  1626408.71|         .00|         .00|ALL      |null     |   108427.25|null        |null        |     12416|   115928.93
  1|crg49j4zawzwt| 311184100| 26177|SUN 06-10 05:00  |   1|     1|     16|  1070313.94|   177760.00|   958274.99|         .00|         .00|ALL      |        0|    59892.19|null        |null        |     11110|    66894.62
  1|crg49j4zawzwt| 311184100| 26178|SUN 06-10 06:00  |   1|     0|     16|  1007792.50|   191200.00|   892916.04|         .00|         .00|ALL      |        0|    55807.25|null        |null        |     11950|    62987.03
  1|crg49j4zawzwt| 311184100| 26179|SUN 06-10 07:00  |   1|     2|     16|  1267630.25|   221650.00|  1107308.00|         .00|         .00|ALL      |null     |    69206.75|null        |null        | 13853.125|    79226.89
  1|crg49j4zawzwt| 311184100| 26180|SUN 06-10 08:00  |   1|     1|     16|  1261379.19|   220110.00|  1137250.73|         .00|         .00|ALL      |null     |    71078.17|null        |null        | 13756.875|    78836.20
  1|crg49j4zawzwt| 311184100| 26181|SUN 06-10 09:00  |   1|     1|     16|  1200663.85|   221470.00|  1075622.21|         .00|         .00|ALL      |        0|    67226.39|null        |null        | 13841.875|    75041.49
  1|crg49j4zawzwt| 311184100| 26182|SUN 06-10 10:00  |   1|     0|     16|  1191199.05|   221430.00|  1067145.22|         .00|         .00|ALL      |        0|    66696.58|null        |null        | 13839.375|    74449.94
  1|crg49j4zawzwt| 311184100| 26183|SUN 06-10 11:01  |   1|     0|     16|  1199160.04|   222570.00|  1074093.53|         .00|         .00|ALL      |null     |    67130.85|null        |null        | 13910.625|    74947.50
  1|crg49j4zawzwt| 311184100| 26184|SUN 06-10 12:00  |   1|     0|     16|  1195065.10|   221260.00|  1070190.16|         .00|         .00|ALL      |null     |    66886.88|null        |null        |  13828.75|    74691.57
  1|crg49j4zawzwt| 311184100| 26185|SUN 06-10 13:00  |   1|     0|     16|  1199138.88|   221060.00|  1073600.45|         .00|         .00|ALL      |        0|    67100.03|null        |null        |  13816.25|    74946.18
  1|crg49j4zawzwt| 311184100| 26186|SUN 06-10 14:00  |   1|     1|     16|  1200714.43|   221670.00|  1075810.93|         .00|         .00|ALL      |        0|    67238.18|null        |null        | 13854.375|    75044.65
  1|crg49j4zawzwt| 311184100| 26187|SUN 06-10 15:00  |   1|     0|     16|  1197291.01|   222240.00|  1071706.68|         .00|      109.99|ALL      |null     |    66981.67|null        |        6.87|     13890|    74830.69
  1|crg49j4zawzwt| 311184100| 26188|SUN 06-10 16:00  |   1|     0|     16|  1204632.02|   222130.00|  1080130.85|         .00|         .00|ALL      |null     |    67508.18|null        |null        | 13883.125|    75289.50
  1|crg49j4zawzwt| 311184100| 26189|SUN 06-10 17:00  |   1|     3|     16|  1501643.17|   226480.00|  1372463.37|         .00|         .00|ALL      |        0|    85778.96|null        |null        |     14155|    93852.70
  1|crg49j4zawzwt| 311184100| 26190|SUN 06-10 18:00  |   1|     0|     16|  1128919.43|   209950.00|  1010757.98|         .00|      108.91|ALL      |        0|    63172.37|null        |        6.81| 13121.875|    70557.46
  1|crg49j4zawzwt| 311184100| 26191|SUN 06-10 19:00  |   0|     0|     16|  1241361.62|   231920.00|  1109482.94|         .00|         .00|ALL      |null     |    69342.68|null        |null        |     14495|    77585.10
  1|crg49j4zawzwt| 311184100| 26192|SUN 06-10 20:00  |   0|     0|     16|  1227602.35|   229760.00|  1097040.42|         .00|         .00|ALL      |null     |    68565.03|null        |null        |     14360|    76725.15
  1|crg49j4zawzwt| 311184100| 26193|SUN 06-10 21:00  |   0|     0|     16|  1226725.68|   229760.00|  1096180.21|         .00|         .00|ALL      |        0|    68511.26|null        |null        |     14360|    76670.36
  1|crg49j4zawzwt| 311184100| 26194|SUN 06-10 22:00  |   0|     0|     16|  1224049.04|   228210.00|  1094812.84|         .00|      110.05|ALL      |        0|    68425.80|null        |        6.88| 14263.125|    76503.06
  1|crg49j4zawzwt| 311184100| 26195|SUN 06-10 23:00  |   0|     1|     16|  1233745.31|   230840.00|  1102055.05|         .00|      218.96|ALL      |null     |    68878.44|null        |       13.68|   14427.5|    77109.08
  1|crg49j4zawzwt| 311184100| 26196|MON 07-10 00:00  |   0|     0|     11|   901925.01|   169620.00|   806476.36|         .00|         .00|ALL      |null     |    73316.03|null        |null        |     15420|    81993.18
  1|crg49j4zawzwt| 311184100| 26197|MON 07-10 01:00  |   1|     1|     16|  1172393.63|   220020.00|  1046042.15|         .00|      218.93|ALL      |        0|    65377.63|null        |       13.68|  13751.25|    73274.60
  1|crg49j4zawzwt| 311184100| 26198|MON 07-10 02:00  |   0|     0|     16|  1253750.30|   224970.00|  1124091.50|         .00|      111.37|ALL      |        0|    70255.72|null        |        6.96| 14060.625|    78359.39
  1|crg49j4zawzwt| 311184100| 26199|MON 07-10 03:00  |   0|     0|     16|  1329288.14|   236690.00|  1192812.28|         .00|         .00|ALL      |null     |    74550.77|null        |null        | 14793.125|    83080.51
  1|crg49j4zawzwt| 311184100| 26200|MON 07-10 04:00  |   1|     0|     15|  1932392.30|   207460.00|  1810484.19|         .00|         .00|ALL      |        0|   120698.95|null        |null        |13830.6667|   128826.15
  1|crg49j4zawzwt| 311184100| 26201|MON 07-10 05:00  |   0|     1|     16|  1335359.75|   231210.00|  1200497.15|         .00|         .00|ALL      |        0|    75031.07|null        |null        | 14450.625|    83459.98
  1|crg49j4zawzwt| 311184100| 26202|MON 07-10 06:00  |   0|     1|     16|  1318151.66|   227460.00|  1186804.11|         .00|         .00|ALL      |        0|    74175.26|null        |null        |  14216.25|    82384.48
  1|crg49j4zawzwt| 311184100| 26203|MON 07-10 07:00  |   0|     4|     15|  1329003.67|   228270.00|  1186640.41|         .00|         .08|ALL      |null     |    79109.36|null        |         .01|     15218|    88600.24
  1|crg49j4zawzwt| 311184100| 26204|MON 07-10 08:00  |   0|     3|     16|  1377841.36|   239060.00|  1237163.74|         .00|         .06|ALL      |null     |    77322.73|null        |         .00|  14941.25|    86115.09
  1|crg49j4zawzwt| 311184100| 26205|MON 07-10 09:00  |   0|     3|     16|  1376459.16|   239100.00|  1234887.32|         .00|         .00|ALL      |        0|    77180.46|null        |null        |  14943.75|    86028.70
  1|crg49j4zawzwt| 311184100| 26206|MON 07-10 10:00  |   0|     4|     16|  1402218.42|   241730.00|  1259366.73|         .00|       18.93|ALL      |        0|    78710.42|null        |        1.18| 15108.125|    87638.65
  1|crg49j4zawzwt| 311184100| 26207|MON 07-10 11:00  |   0|     5|     15|  1396820.29|   229080.00|  1266048.17|         .00|         .00|ALL      |null     |    84403.21|null        |null        |     15272|    93121.35
  1|crg49j4zawzwt| 311184100| 26208|MON 07-10 12:00  |   0|     5|     15|  1880851.72|   213960.00|  1759134.61|         .00|         .00|ALL      |null     |   117275.64|null        |null        |     14264|   125390.11
  1|crg49j4zawzwt| 311184100| 26209|MON 07-10 13:00  |   1|     1|     16|  1296753.20|   222530.00|  1172998.12|         .00|         .00|ALL      |        0|    73312.38|null        |null        | 13908.125|    81047.08
  1|crg49j4zawzwt| 311184100| 26210|MON 07-10 14:00  |   0|     5|     16|  1309527.52|   224150.00|  1182484.69|         .00|         .00|ALL      |        0|    73905.29|null        |null        | 14009.375|    81845.47
  1|crg49j4zawzwt| 311184100| 26211|MON 07-10 15:00  |   0|     6|     17|  1097791.06|   189330.00|   980191.91|         .00|        1.47|ALL      |null     |    57658.35|null        |         .09|11137.0588|    64575.94
  1|crg49j4zawzwt| 311184100| 26212|MON 07-10 16:00  |   0|    10|     16|  1153903.52|   208260.00|  1024306.91|         .00|         .00|ALL      |null     |    64019.18|null        |null        |  13016.25|    72118.97
  1|crg49j4zawzwt| 311184100| 26213|MON 07-10 17:00  |   1|     4|     16|  1259109.07|   196680.00|  1132915.00|         .00|         .00|ALL      |        0|    70807.19|null        |null        |   12292.5|    78694.32
  1|crg49j4zawzwt| 311184100| 26214|MON 07-10 18:00  |   1|     4|     16|  1050723.12|   192770.00|   933963.37|         .00|         .00|ALL      |        0|    58372.71|null        |null        | 12048.125|    65670.19
  1|crg49j4zawzwt| 311184100| 26215|MON 07-10 19:00  |   1|     5|     16|  1195074.88|   209040.00|  1067859.27|         .00|         .00|FIR      |        0|    66741.20|null        |null        |     13065|    74692.18
  1|crg49j4zawzwt| 311184100| 26216|MON 07-10 20:00  |   1|     4|     16|  1357652.54|   235480.00|  1215311.59|         .00|         .00|FIR      |        2|    75956.97|null        |null        |   14717.5|    84853.28
  1|crg49j4zawzwt| 311184100| 26217|MON 07-10 21:00  |   0|     4|     16|  1335813.77|   232400.00|  1197102.07|         .00|         .00|FIR      |        6|    74818.88|null        |null        |     14525|    83488.36
  1|crg49j4zawzwt| 311184100| 26218|MON 07-10 22:00  |   1|     2|     13|  1620450.45|   187860.00|  1511371.36|         .00|      219.89|ALL      |        6|   116259.34|null        |       16.91|14450.7692|   124650.03
  1|crg49j4zawzwt| 311184100| 26219|MON 07-10 23:00  |   2|     0|     16|  2222222.86|   214090.00|  2082002.01|         .00|      279.44|ALL      |        7|   130125.13|null        |       17.47| 13380.625|   138888.93
  1|crg49j4zawzwt| 311184100| 26220|TUE 08-10 00:00  |   3|     0|     10|  1139170.86|   133450.00|  1061317.99|         .00|      109.52|FIR      |        1|   106131.80|null        |       10.95|     13345|   113917.09
  1|crg49j4zawzwt| 311184100| 26221|TUE 08-10 01:00  |   3|     0|     16|  1110581.07|   199920.00|   994936.06|         .00|      221.07|FIR      |        5|    62183.50|null        |       13.82|     12495|    69411.32
  1|crg49j4zawzwt| 311184100| 26222|TUE 08-10 02:00  |   1|     1|     16|  1238074.60|   217100.00|  1106696.81|         .00|      102.93|FIR      |        7|    69168.55|null        |        6.43|  13568.75|    77379.66
  1|crg49j4zawzwt| 311184100| 26223|TUE 08-10 03:00  |   1|     1|     16|  1246400.11|   218220.00|  1113926.31|         .00|         .00|FIR      |        7|    69620.39|null        |null        |  13638.75|    77900.01
  1|crg49j4zawzwt| 311184100| 26224|TUE 08-10 04:00  |   1|     0|     15|  1872416.70|   218300.00|  1742492.94|         .00|         .00|ALL      |        6|   116166.20|null        |null        |14553.3333|   124827.78
  1|crg49j4zawzwt| 311184100| 26225|TUE 08-10 05:00  |   3|     1|     16|  1298669.04|   204660.00|  1173444.55|         .00|         .00|FIR      |        6|    73340.28|null        |null        |  12791.25|    81166.81
  1|crg49j4zawzwt| 311184100| 26226|TUE 08-10 06:00  |   1|     4|     16|  1252916.47|   217160.00|  1119732.07|         .00|         .00|FIR      |        7|    69983.25|null        |null        |   13572.5|    78307.28
  1|crg49j4zawzwt| 311184100| 26227|TUE 08-10 07:00  |   1|     6|     16|  1362567.12|   235070.00|  1219394.08|         .00|         .00|FIR      |        5|    76212.13|null        |null        | 14691.875|    85160.45

   |             |          |      |                 |    |      |       |      elapsd|         cpu|          io|       clust|        conc|         |         |            |            |            |          |
   |             |          |      |                 | inv| parse|       |        time|        time|        wait|        wait|        wait|         |         |          io|         cwt|          cc|          |     elapsed
 in|             | plan_hash|  snap|                 |alid| calls|   exec|       delta|       delta|       delta|       delta|       delta|         |     rows|         per|         per|         per|          |         per
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |     exec|   execution|   execution|   execution|    CPU_EX|   execution
---|-------------|----------|------|-----------------|----|------|-------|------------|------------|------------|------------|------------|---------|---------|------------|------------|------------|----------|------------
  1|crg49j4zawzwt| 311184100| 26228|TUE 08-10 08:00  |   1|     1|     16|  1375177.93|   235240.00|  1236078.48|         .00|         .00|FIR      |        5|    77254.90|null        |null        |   14702.5|    85948.62
  1|crg49j4zawzwt| 311184100| 26229|TUE 08-10 09:00  |   0|     1|     16|  1383306.59|   239150.00|  1241799.75|         .00|         .00|FIR      |        7|    77612.48|null        |null        | 14946.875|    86456.66
  1|crg49j4zawzwt| 311184100| 26230|TUE 08-10 10:00  |   1|     0|     16|  1379947.03|   238500.00|  1238983.84|         .00|         .00|FIR      |        7|    77436.49|null        |null        |  14906.25|    86246.69
  1|crg49j4zawzwt| 311184100| 26231|TUE 08-10 11:00  |   1|     1|     16|  1390766.66|   236250.00|  1251449.52|         .00|         .00|FIR      |        7|    78215.60|null        |null        | 14765.625|    86922.92
  1|crg49j4zawzwt| 311184100| 26232|TUE 08-10 12:00  |   1|     2|     16|  1269226.49|   212140.00|  1135422.23|         .00|       17.98|FIR      |        7|    70963.89|null        |        1.12|  13258.75|    79326.66
  1|crg49j4zawzwt| 311184100| 26233|TUE 08-10 13:00  |   1|     5|     16|  1135694.76|   203710.00|  1008722.55|         .00|         .00|FIR      |        7|    63045.16|null        |null        | 12731.875|    70980.92
  1|crg49j4zawzwt| 311184100| 26234|TUE 08-10 14:00  |   1|     3|     16|  1163443.84|   205550.00|  1036310.15|         .00|         .00|FIR      |        6|    64769.38|null        |null        | 12846.875|    72715.24
  1|crg49j4zawzwt| 311184100| 26235|TUE 08-10 15:00  |   0|     3|     16|  1146685.27|   193980.00|  1031099.84|         .00|         .00|FIR      |        6|    64443.74|null        |null        |  12123.75|    71667.83
  1|crg49j4zawzwt| 311184100| 26236|TUE 08-10 16:00  |   0|     2|     15|  1170082.29|   190550.00|  1058107.86|         .00|         .00|FIR      |        6|    70540.52|null        |null        |12703.3333|    78005.49
  1|crg49j4zawzwt| 311184100| 26237|TUE 08-10 17:00  |   2|     3|     16|  1417583.23|   192560.00|  1297871.88|         .00|       25.18|ALL      |        7|    81116.99|null        |        1.57|     12035|    88598.95
  1|crg49j4zawzwt| 311184100| 26238|TUE 08-10 18:00  |   1|     5|     15|  1202743.02|   175700.00|  1098068.66|         .00|         .00|FIR      |        6|    73204.58|null        |null        |11713.3333|    80182.87
  1|crg49j4zawzwt| 311184100| 26239|TUE 08-10 19:00  |   2|     4|     16|  1347859.05|   196970.00|  1230652.46|         .00|         .00|ALL      |        5|    76915.78|null        |null        | 12310.625|    84241.19
  1|crg49j4zawzwt| 311184100| 26240|TUE 08-10 20:00  |   1|     3|     14|  1271554.19|   185930.00|  1161445.27|         .00|         .00|ALL      |        5|    82960.38|null        |null        |13280.7143|    90825.30
  1|crg49j4zawzwt| 311184100| 26241|TUE 08-10 21:00  |   0|     3|     16|  1441449.87|   211250.00|  1321240.64|         .00|         .00|ALL      |        6|    82577.54|null        |null        | 13203.125|    90090.62
  1|crg49j4zawzwt| 311184100| 26242|TUE 08-10 22:00  |   1|     0|     15|  1514895.46|   203520.00|  1399807.56|         .00|         .00|ALL      |        6|    93320.50|null        |null        |     13568|   100993.03
  1|crg49j4zawzwt| 311184100| 26243|TUE 08-10 23:00  |   1|     0|      2|   589423.14|    28820.00|   572354.72|         .00|         .00|ALL      |       12|   286177.36|null        |null        |     14410|   294711.57
  1|crg49j4zawzwt| 311184100| 26249|WED 09-10 05:00  |   0|     2|     15|  1797661.05|   239620.00|  1659532.61|         .00|         .00|ALL      |        6|   110635.51|null        |null        |15974.6667|   119844.07
  1|crg49j4zawzwt| 311184100| 26250|WED 09-10 06:00  |   0|     2|     14|  2494936.07|   240730.00|  2344057.29|         .00|       30.26|ALL      |        6|   167432.66|null        |        2.16|     17195|   178209.72
  1|crg49j4zawzwt| 311184100| 26251|WED 09-10 07:00  |   0|     3|     15|  1987632.38|   249830.00|  1818975.21|         .00|         .00|ALL      |        6|   121265.01|null        |null        |16655.3333|   132508.83
  1|crg49j4zawzwt| 311184100| 26252|WED 09-10 08:00  |   0|     0|     16|  1488688.59|   250960.00|  1342293.60|         .00|         .00|ALL      |        7|    83893.35|null        |null        |     15685|    93043.04
  1|crg49j4zawzwt| 311184100| 26253|WED 09-10 09:00  |   0|     1|     16|  1499089.94|   250970.00|  1352371.04|         .00|         .00|ALL      |        7|    84523.19|null        |null        | 15685.625|    93693.12
  1|crg49j4zawzwt| 311184100| 26254|WED 09-10 10:00  |   0|     0|     15|  1540650.85|   248770.00|  1396335.17|         .00|         .00|ALL      |        7|    93089.01|null        |null        |16584.6667|   102710.06
  1|crg49j4zawzwt| 311184100| 26255|WED 09-10 11:00  |   1|     0|     16|  1455397.95|   239990.00|  1322177.69|         .00|         .00|ALL      |        6|    82636.11|null        |null        | 14999.375|    90962.37
  1|crg49j4zawzwt| 311184100| 26256|WED 09-10 12:00  |   1|     2|     16|  1476489.01|   239140.00|  1344362.10|         .00|         .00|ALL      |        5|    84022.63|null        |null        |  14946.25|    92280.56
  1|crg49j4zawzwt| 311184100| 26257|WED 09-10 13:00  |   1|     1|     16|  1414710.61|   239450.00|  1282717.49|         .00|         .00|ALL      |        5|    80169.84|null        |null        | 14965.625|    88419.41
  1|crg49j4zawzwt| 311184100| 26258|WED 09-10 14:00  |   1|     4|     16|  1405023.15|   236560.00|  1274671.32|         .00|         .00|ALL      |        6|    79666.96|null        |null        |     14785|    87813.95
  1|crg49j4zawzwt| 311184100| 26259|WED 09-10 15:00  |   0|     3|     16|  1430167.91|   239810.00|  1298159.94|         .00|         .00|ALL      |        6|    81135.00|null        |null        | 14988.125|    89385.49
  1|crg49j4zawzwt| 311184100| 26260|WED 09-10 16:00  |   1|     5|     16|  1429592.59|   240780.00|  1295848.32|         .00|         .00|ALL      |        5|    80990.52|null        |null        |  15048.75|    89349.54
  1|crg49j4zawzwt| 311184100| 26261|WED 09-10 17:00  |   0|     5|     15|  1986584.23|   232350.00|  1852820.27|         .00|         .00|ALL      |        7|   123521.35|null        |null        |     15490|   132438.95
  1|crg49j4zawzwt| 311184100| 26262|WED 09-10 18:00  |   1|     4|     16|  1808960.06|   243860.00|  1674506.23|         .00|         .00|ALL      |        7|   104656.64|null        |null        |  15241.25|   113060.00
  1|crg49j4zawzwt| 311184100| 26263|WED 09-10 19:00  |   1|     6|     16|  1342969.40|   225650.00|  1218522.78|         .00|         .00|ALL      |        5|    76157.67|null        |null        | 14103.125|    83935.59
  1|crg49j4zawzwt| 311184100| 26264|WED 09-10 20:00  |   0|     5|     15|  1385407.52|   236940.00|  1249740.36|         .00|         .00|ALL      |        6|    83316.02|null        |null        |     15796|    92360.50
  1|crg49j4zawzwt| 311184100| 26265|WED 09-10 21:00  |   0|     2|     15|  1440628.15|   243960.00|  1305028.36|         .00|         .00|ALL      |        6|    87001.89|null        |null        |     16264|    96041.88
  1|crg49j4zawzwt| 311184100| 26266|WED 09-10 22:00  |   0|     3|     15|  2033198.13|   238690.00|  1901478.05|         .00|         .00|ALL      |        5|   126765.20|null        |null        |15912.6667|   135546.54
  1|crg49j4zawzwt| 311184100| 26267|WED 09-10 23:00  |   1|     1|     16|  1676981.14|   245750.00|  1535790.83|         .00|         .00|ALL      |        5|    95986.93|null        |null        | 15359.375|   104811.32
  1|crg49j4zawzwt| 311184100| 26268|THU 10-10 00:00  |   0|     2|     11|  1192327.38|   183830.00|  1086393.67|         .00|      108.62|ALL      |        2|    98763.06|null        |        9.87|16711.8182|   108393.40
  1|crg49j4zawzwt| 311184100| 26269|THU 10-10 01:00  |   0|     0|     16|  1463082.14|   263310.00|  1312193.43|         .00|      107.13|ALL      |        6|    82012.09|null        |        6.70| 16456.875|    91442.63
  1|crg49j4zawzwt| 311184100| 26270|THU 10-10 02:00  |   0|     1|     16|  1526897.71|   262600.00|  1378129.41|         .00|      110.69|ALL      |        5|    86133.09|null        |        6.92|   16412.5|    95431.11
  1|crg49j4zawzwt| 311184100| 26271|THU 10-10 03:00  |   0|     2|     16|  1404606.46|   245030.00|  1261652.22|         .00|         .00|ALL      |        5|    78853.26|null        |null        | 15314.375|    87787.90
  1|crg49j4zawzwt| 311184100| 26272|THU 10-10 04:00  |   0|     1|     14|  2355066.32|   231440.00|  2221846.19|         .00|         .00|ALL      |        4|   158703.30|null        |null        |16531.4286|   168219.02
  1|crg49j4zawzwt| 311184100| 26273|THU 10-10 05:00  |   0|     0|     15|  1656401.81|   242190.00|  1516059.89|         .00|         .00|ALL      |        5|   101070.66|null        |null        |     16146|   110426.79
  1|crg49j4zawzwt| 311184100| 26274|THU 10-10 06:00  |   0|     2|     14|  1920004.17|   232950.00|  1788934.65|         .00|         .00|ALL      |        6|   127781.05|null        |null        |16639.2857|   137143.15
  1|crg49j4zawzwt| 311184100| 26275|THU 10-10 07:00  |   2|     5|     16|  1509257.79|   250910.00|  1354751.75|         .00|         .00|ALL      |        5|    84671.98|null        |null        | 15681.875|    94328.61
  1|crg49j4zawzwt| 311184100| 26276|THU 10-10 08:00  |   1|     2|     16|  1429574.11|   244400.00|  1295228.39|         .00|         .00|ALL      |        5|    80951.77|null        |null        |     15275|    89348.38
