collection_host,collection_key,category,data_element,source,instance_number,inst_id,value
usaws910, TASDEV3404434, disk_perf, r_iops_median , dba_hist_sysstat,                   -1,                   -1,                    3
usaws910, TASDEV3404434, disk_perf, w_iops_median , dba_hist_sysstat,                   -1,                   -1,                    2
usaws910, TASDEV3404434, disk_perf, rw_iops_avg   , dba_hist_sysstat,                   -1,                   -1,                    5
usaws910, TASDEV3404434, disk_perf, r_iops_avg    , dba_hist_sysstat,                   -1,                   -1,                    3
usaws910, TASDEV3404434, disk_perf, w_iops_avg    , dba_hist_sysstat,                   -1,                   -1,                    2
usaws910, TASDEV3404434, disk_perf, r_bytes_perc  , dba_hist_sysstat,                   -1,                   -1,                 58.3
usaws910, TASDEV3404434, disk_perf, w_bytes_perc  , dba_hist_sysstat,                   -1,                   -1,                 41.7
usaws910, TASDEV3404434, disk_perf, rw_mbps_peak  , dba_hist_sysstat,                   -1,                   -1,                    9
usaws910, TASDEV3404434, disk_perf, r_mbps_peak   , dba_hist_sysstat,                   -1,                   -1,                    5
usaws910, TASDEV3404434, disk_perf, w_mbps_peak   , dba_hist_sysstat,                   -1,                   -1,                    4
usaws910, TASDEV3404434, disk_perf, rw_mbps_999   , dba_hist_sysstat,                   -1,                   -1,                    9
usaws910, TASDEV3404434, disk_perf, r_mbps_999    , dba_hist_sysstat,                   -1,                   -1,                    5
usaws910, TASDEV3404434, disk_perf, w_mbps_999    , dba_hist_sysstat,                   -1,                   -1,                    4
usaws910, TASDEV3404434, disk_perf, rw_mbps_99    , dba_hist_sysstat,                   -1,                   -1,                    3
usaws910, TASDEV3404434, disk_perf, r_mbps_99     , dba_hist_sysstat,                   -1,                   -1,                    2
usaws910, TASDEV3404434, disk_perf, w_mbps_99     , dba_hist_sysstat,                   -1,                   -1,                    1
usaws910, TASDEV3404434, disk_perf, rw_mbps_97    , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_mbps_97     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, w_mbps_97     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, rw_mbps_95    , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_mbps_95     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, w_mbps_95     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, rw_mbps_90    , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_mbps_90     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, w_mbps_90     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, rw_mbps_75    , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_mbps_75     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, w_mbps_75     , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, rw_mbps_median, dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_mbps_median , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, w_mbps_median , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, rw_mbps_avg   , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_mbps_avg    , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, w_mbps_avg    , dba_hist_sysstat,                   -1,                   -1,                    0
usaws910, TASDEV3404434, disk_perf, r_reqs_perc   , dba_hist_sysstat,                   -2,                   -2,                 62.9
usaws910, TASDEV3404434, disk_perf, w_reqs_perc   , dba_hist_sysstat,                   -2,                   -2,                 37.1
usaws910, TASDEV3404434, disk_perf, rw_iops_peak  , dba_hist_sysstat,                   -2,                   -2,                   15
usaws910, TASDEV3404434, disk_perf, r_iops_peak   , dba_hist_sysstat,                   -2,                   -2,                   10
usaws910, TASDEV3404434, disk_perf, w_iops_peak   , dba_hist_sysstat,                   -2,                   -2,                    6
usaws910, TASDEV3404434, disk_perf, rw_iops_999   , dba_hist_sysstat,                   -2,                   -2,                   15
usaws910, TASDEV3404434, disk_perf, r_iops_999    , dba_hist_sysstat,                   -2,                   -2,                   10
usaws910, TASDEV3404434, disk_perf, w_iops_999    , dba_hist_sysstat,                   -2,                   -2,                    6
usaws910, TASDEV3404434, disk_perf, rw_iops_99    , dba_hist_sysstat,                   -2,                   -2,                   10
usaws910, TASDEV3404434, disk_perf, r_iops_99     , dba_hist_sysstat,                   -2,                   -2,                    7
usaws910, TASDEV3404434, disk_perf, w_iops_99     , dba_hist_sysstat,                   -2,                   -2,                    4
usaws910, TASDEV3404434, disk_perf, rw_iops_97    , dba_hist_sysstat,                   -2,                   -2,                    8
usaws910, TASDEV3404434, disk_perf, r_iops_97     , dba_hist_sysstat,                   -2,                   -2,                    5
usaws910, TASDEV3404434, disk_perf, w_iops_97     , dba_hist_sysstat,                   -2,                   -2,                    3
usaws910, TASDEV3404434, disk_perf, rw_iops_95    , dba_hist_sysstat,                   -2,                   -2,                    7
usaws910, TASDEV3404434, disk_perf, r_iops_95     , dba_hist_sysstat,                   -2,                   -2,                    5
